"Metabolite","Dilution","Concentration","ChromIntensities","OwnBorderIntensities","Batch_Id"
"Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D",0.02,300.7131196,807469,NA,"e18060cz"
"Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D",0.05,751.782799,3300919,NA,"e18060cz"
"Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D",0.1,1503.565598,10668138,NA,"e18060cz"
"Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D",0.2,3007.131196,25566299,NA,"e18060cz"
"Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D",0.5,7517.82799,76080414,NA,"e18060cz"
"Phosphoenolpyruvic acid_(3TMS)_MP_RI:1598_IDENT:A+D",1,15035.65598,167534795,NA,"e18060cz"
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D",0.005,-99,-99,-99,"e18060cz"
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D",0.01,-99,-99,-99,"e18060cz"
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D",0.02,-99,-99,-99,"e18060cz"
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D",0.05,-99,-99,-99,"e18060cz"
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D",0.1,-99,-99,-99,"e18060cz"
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D",0.2,4541.326068,1662560,NA,"e18060cz"
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D",0.5,11353.31517,38694911,NA,"e18060cz"
"Asparagine_(2TMS)_BP_RI:1599_IDENT:B+D",1,22706.63034,54942117,NA,"e18060cz"
"Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B",0.01,-99,-99,-99,"e18060cz"
"Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B",0.02,-99,-99,-99,"e18060cz"
"Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B",0.05,6796.71039,514529,NA,"e18060cz"
"Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B",0.1,13593.42078,3253594,NA,"e18060cz"
"Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B",0.2,27186.84156,5865326,NA,"e18060cz"
"Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B",0.5,67967.1039,76374152,NA,"e18060cz"
"Glutamic acid_(3TMS)_MP_RI:1620_IDENT:A+B",1,135934.2078,439860037,NA,"e18060cz"
"Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C",0.01,-99,-99,-99,"e18060cz"
"Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C",0.02,-99,-99,-99,"e18060cz"
"Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C",0.05,2421.454083,1542621,NA,"e18060cz"
"Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C",0.1,4842.908166,4080653,NA,"e18060cz"
"Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C",0.2,9685.816332,3808923,NA,"e18060cz"
"Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C",0.5,24214.54083,71144476,NA,"e18060cz"
"Phenylalanine_(2TMS)_MP_RI:1625_IDENT:B+C",1,48429.08166,322535804,NA,"e18060cz"
"Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D",0.005,37.27726832,990830,NA,"e18060cz"
"Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D",0.01,74.55453664,1465231,NA,"e18060cz"
"Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D",0.02,149.10907328,2820928,NA,"e18060cz"
"Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D",0.05,372.7726832,8688261,NA,"e18060cz"
"Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D",0.1,745.5453664,20268666,NA,"e18060cz"
"Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D",0.2,1491.0907328,26088069,NA,"e18060cz"
"Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D",0.5,3727.726832,48176306,NA,"e18060cz"
"Ribose_(1MEOX)(4TMS)_MP_RI:1672_IDENT:B+D",1,7455.453664,79813196,NA,"e18060cz"
"Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D",0.005,-99,-99,-99,"e18060cz"
"Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D",0.01,-99,-99,-99,"e18060cz"
"Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D",0.02,-99,-99,-99,"e18060cz"
"Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D",0.05,-99,-99,-99,"e18060cz"
"Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D",0.1,620.8480785,827894,NA,"e18060cz"
"Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D",0.2,1241.696157,1115220,NA,"e18060cz"
"Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D",0.5,3104.2403925,3374722,NA,"e18060cz"
"Putrescine_(4TMS)_MP_RI:1730_IDENT:A+D",1,6208.480785,27684228,NA,"e18060cz"
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B",0.01,881.8342152,125945,NA,"e18060cz"
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B",0.02,1763.6684304,302815,NA,"e18060cz"
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B",0.05,4409.171076,818911,NA,"e18060cz"
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B",0.1,8818.342152,1295251,NA,"e18060cz"
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B",0.2,17636.684304,768744,NA,"e18060cz"
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B",0.5,44091.71076,728435,NA,"e18060cz"
"Dihydroxyacetone phosphate_(1MEOX)(3TMS)_MP_RI:1739_IDENT:A+B",1,88183.42152,1121527,NA,"e18060cz"
"Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C",0.01,-99,-99,-99,"e18060cz"
"Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C",0.02,-99,-99,-99,"e18060cz"
"Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C",0.05,1349.819124,1269208,NA,"e18060cz"
"Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C",0.1,2699.638248,2918800,NA,"e18060cz"
"Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C",0.2,5399.276496,7612245,NA,"e18060cz"
"Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C",0.5,13498.19124,22449928,NA,"e18060cz"
"Glycerol-3-phosphate_(4TMS)_MP_RI:1756_IDENT:B+C",1,26996.38248,46811445,NA,"e18060cz"
"Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D",0.005,-99,-99,-99,"e18060cz"
"Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D",0.01,-99,-99,-99,"e18060cz"
"Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D",0.02,-99,-99,-99,"e18060cz"
"Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D",0.05,-99,-99,-99,"e18060cz"
"Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D",0.1,4347.826087,58484,NA,"e18060cz"
"Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D",0.2,8695.652174,4470785,NA,"e18060cz"
"Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D",0.5,21739.130435,15385413,NA,"e18060cz"
"Glyceric acid-3-phosphate_(4TMS)_MP_RI:1802_IDENT:B+D",1,43478.26087,1267303,NA,"e18060cz"
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D",0.005,260.2540079,353213,NA,"e18060cz"
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D",0.01,520.5080158,676453,NA,"e18060cz"
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D",0.02,1041.0160316,1997109,NA,"e18060cz"
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D",0.05,2602.540079,8519878,NA,"e18060cz"
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D",0.1,5205.080158,21633605,NA,"e18060cz"
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D",0.2,10410.160316,51368818,NA,"e18060cz"
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D",0.5,26025.40079,164613917,NA,"e18060cz"
"Citric acid_(4TMS)_MP_RI:1814_IDENT:B+D",1,52050.80158,389735609,NA,"e18060cz"
"Arginine [-NH3]_(3TMS)_MP_RI:1819_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Arginine [-NH3]_(3TMS)_MP_RI:1819_IDENT:A+C",0.01,-99,-99,-99,"e18060cz"
"Arginine [-NH3]_(3TMS)_MP_RI:1819_IDENT:A+C",0.02,-99,-99,-99,"e18060cz"
"Arginine [-NH3]_(3TMS)_MP_RI:1819_IDENT:A+C",0.05,-99,-99,-99,"e18060cz"
"Arginine [-NH3]_(3TMS)_MP_RI:1819_IDENT:A+C",0.1,0.1,58813,NA,"e18060cz"
"Arginine [-NH3]_(3TMS)_MP_RI:1819_IDENT:A+C",0.2,0.2,49267,NA,"e18060cz"
"Arginine [-NH3]_(3TMS)_MP_RI:1819_IDENT:A+C",0.5,0.5,257280,NA,"e18060cz"
"Arginine [-NH3]_(3TMS)_MP_RI:1819_IDENT:A+C",1,-99,-99,-99,"e18060cz"
"Lysine_(3TMS)_BP_RI:1849_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Lysine_(3TMS)_BP_RI:1849_IDENT:A+C",0.01,-99,-99,-99,"e18060cz"
"Lysine_(3TMS)_BP_RI:1849_IDENT:A+C",0.02,-99,-99,-99,"e18060cz"
"Lysine_(3TMS)_BP_RI:1849_IDENT:A+C",0.05,1026.5535175,1052476,NA,"e18060cz"
"Lysine_(3TMS)_BP_RI:1849_IDENT:A+C",0.1,2053.107035,4010270,NA,"e18060cz"
"Lysine_(3TMS)_BP_RI:1849_IDENT:A+C",0.2,4106.21407,10517598,NA,"e18060cz"
"Lysine_(3TMS)_BP_RI:1849_IDENT:A+C",0.5,10265.535175,32829555,NA,"e18060cz"
"Lysine_(3TMS)_BP_RI:1849_IDENT:A+C",1,20531.07035,76293602,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C",0.005,65.76783955,2347798,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C",0.01,131.5356791,5949613,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C",0.02,263.0713582,11012340,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C",0.05,657.6783955,46796304,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C",0.1,1315.356791,107180895,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C",0.2,2630.713582,189841580,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C",0.5,6576.783955,568356261,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_MP_RI:1862_IDENT:B+C",1,13153.56791,1287817508,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C",0.005,65.76783955,1660833,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C",0.01,131.5356791,4912370,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C",0.02,263.0713582,8944787,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C",0.05,657.6783955,30694704,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C",0.1,1315.356791,69953951,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C",0.2,2630.713582,138201521,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C",0.5,6576.783955,419650318,NA,"e18060cz"
"Fructose_(1MEOX)(5TMS)_BP_RI:1872_IDENT:B+C",1,13153.56791,926361540,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D",0.005,164.4195988,6741481,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D",0.01,328.8391976,62178139,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D",0.02,657.6783952,37030797,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D",0.05,1644.195988,197931520,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D",0.1,3288.391976,491691900,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D",0.2,6576.783952,986593600,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D",0.5,16441.95988,2607608853,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_MP_RI:1886_IDENT:B+D",1,32883.91976,4599420357,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D",0.005,164.4195988,3711284,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D",0.01,328.8391976,18199848,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D",0.02,657.6783952,20956450,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D",0.05,1644.195988,48126988,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D",0.1,3288.391976,110951160,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D",0.2,6576.783952,210428489,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D",0.5,16441.95988,573155833,NA,"e18060cz"
"Glucose_(1MEOX)(5TMS)_BP_RI:1904_IDENT:B+D",1,32883.91976,1197894668,NA,"e18060cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.005,-99,-99,-99,"e18060cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.01,205.3107035,69933,NA,"e18060cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.02,410.621407,126763,NA,"e18060cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.05,1026.5535175,232333,NA,"e18060cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.1,2053.107035,593287,NA,"e18060cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.2,4106.21407,1303451,NA,"e18060cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",0.5,10265.535175,3905252,NA,"e18060cz"
"Lysine_(4TMS)_MP_RI:1915_IDENT:A+C",1,20531.07035,15751429,NA,"e18060cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.01,-99,-99,-99,"e18060cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.02,92.75147242,856889,NA,"e18060cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.05,231.87868105,649056,NA,"e18060cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.1,463.7573621,1227800,NA,"e18060cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.2,927.5147242,2675911,NA,"e18060cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",0.5,2318.7868105,7112621,NA,"e18060cz"
"Glucosamine_(1MEOX)(5TMS)_MP_RI:1932_IDENT:A+B",1,4637.573621,18485794,NA,"e18060cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.005,83.94015065,751488,NA,"e18060cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.01,167.8803013,1940483,NA,"e18060cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.02,335.7606026,3684631,NA,"e18060cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.05,839.4015065,11320123,NA,"e18060cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.1,1678.803013,23752006,NA,"e18060cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.2,3357.606026,55538468,NA,"e18060cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",0.5,8394.015065,164514577,NA,"e18060cz"
"Pantothenic acid_(3TMS)_MP_RI:1993_IDENT:A+D",1,16788.03013,354604597,NA,"e18060cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.005,277.5310835,2603599,NA,"e18060cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.01,555.062167,7591367,NA,"e18060cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.02,1110.124334,13451923,NA,"e18060cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.05,2775.310835,38143766,NA,"e18060cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.1,5550.62167,77719770,NA,"e18060cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.2,11101.24334,170768898,NA,"e18060cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",0.5,27753.10835,513223857,NA,"e18060cz"
"Inositol_ myo-_(6TMS)_MP_RI:2088_IDENT:C+D",1,55506.2167,1081700409,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.005,456.03794235,783660,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.01,912.0758847,2356242,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.02,1824.1517694,6056466,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.05,4560.3794235,10743328,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.1,9120.758847,14340470,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.2,18241.517694,12236559,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",0.5,45603.794235,14037190,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_MP_RI:2103_IDENT:C+D",1,91207.58847,11278364,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_BP_RI:2105_IDENT:C+D",0.005,-99,-99,-99,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_BP_RI:2105_IDENT:C+D",0.01,-99,-99,-99,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_BP_RI:2105_IDENT:C+D",0.02,-99,-99,-99,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_BP_RI:2105_IDENT:C+D",0.05,-99,-99,-99,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_BP_RI:2105_IDENT:C+D",0.1,9120.758847,5246036,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_BP_RI:2105_IDENT:C+D",0.2,-99,-99,-99,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_BP_RI:2105_IDENT:C+D",0.5,45603.794235,31331350,NA,"e18060cz"
"Ribose-5-phosphate_(1MEOX)(5TMS)_BP_RI:2105_IDENT:C+D",1,91207.58847,4684590,NA,"e18060cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.005,-99,-99,-99,"e18060cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.01,-99,-99,-99,"e18060cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.02,-99,-99,-99,"e18060cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.05,489.6440288,3192438,NA,"e18060cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.1,979.2880576,4176864,NA,"e18060cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.2,1958.5761152,6582125,NA,"e18060cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",0.5,4896.440288,18295803,NA,"e18060cz"
"Tryptophan_(3TMS)_MP_RI:2209_IDENT:B+C",1,9792.880576,46781964,NA,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_BP_RI:2287_IDENT:B+D",0.005,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_BP_RI:2287_IDENT:B+D",0.01,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_BP_RI:2287_IDENT:B+D",0.02,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_BP_RI:2287_IDENT:B+D",0.05,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_BP_RI:2287_IDENT:B+D",0.1,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_BP_RI:2287_IDENT:B+D",0.2,0.2,1914235,NA,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_BP_RI:2287_IDENT:B+D",0.5,0.5,8537516,NA,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_BP_RI:2287_IDENT:B+D",1,1,20875652,NA,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.005,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.01,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.02,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.05,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.1,-99,-99,-99,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.2,0.2,1908547,NA,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",0.5,0.5,8168303,NA,"e18060cz"
"Fructose-1-phosphate_(1MEOX)(6TMS)_MP_RI:2291_IDENT:B+D",1,1,20715321,NA,"e18060cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.005,65.76783955,194676,NA,"e18060cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.01,131.5356791,667663,NA,"e18060cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.02,263.0713582,2004989,NA,"e18060cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.05,657.6783955,8967364,NA,"e18060cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.1,1315.356791,19891865,NA,"e18060cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.2,2630.713582,49495613,NA,"e18060cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",0.5,6576.783955,161786365,NA,"e18060cz"
"Fructose-6-phosphate_(1MEOX)(6TMS)_MP_RI:2302_IDENT:A+C",1,13153.56791,362052128,NA,"e18060cz"
"Glucose-6-phosphate_(1MEOX)(6TMS)_BP_RI:2317_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Glucose-6-phosphate_(1MEOX)(6TMS)_BP_RI:2317_IDENT:A+B",0.01,328.8391976,329910,NA,"e18060cz"
"Glucose-6-phosphate_(1MEOX)(6TMS)_BP_RI:2317_IDENT:A+B",0.02,657.6783952,940696,NA,"e18060cz"
"Glucose-6-phosphate_(1MEOX)(6TMS)_BP_RI:2317_IDENT:A+B",0.05,1644.195988,5661631,NA,"e18060cz"
"Glucose-6-phosphate_(1MEOX)(6TMS)_BP_RI:2317_IDENT:A+B",0.1,3288.391976,12799237,NA,"e18060cz"
"Glucose-6-phosphate_(1MEOX)(6TMS)_BP_RI:2317_IDENT:A+B",0.2,6576.783952,31203895,NA,"e18060cz"
"Glucose-6-phosphate_(1MEOX)(6TMS)_BP_RI:2317_IDENT:A+B",0.5,16441.95988,93738263,NA,"e18060cz"
"Glucose-6-phosphate_(1MEOX)(6TMS)_BP_RI:2317_IDENT:A+B",1,32883.91976,202462625,NA,"e18060cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.005,-99,-99,-99,"e18060cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.01,-99,-99,-99,"e18060cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.02,-99,-99,-99,"e18060cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.05,730.8231995,7165785,NA,"e18060cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.1,1461.646399,7838490,NA,"e18060cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.2,2923.292798,16934962,NA,"e18060cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",0.5,7308.231995,38518589,NA,"e18060cz"
"Gluconic acid-6-phosphate_(7TMS)_MP_RI:2426_IDENT:A+D",1,14616.46399,68610130,NA,"e18060cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.005,-99,-99,-99,"e18060cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.01,-99,-99,-99,"e18060cz"
"Adenosine_(4TMS)_MP_RI:2644_IDENT:A+B",0.02,-99,-99,-99,"e18060cz"
